Codigo Nacional,Nombre Completo,Laboratorio,PVP IVA,Indicaciones,Principios Activos,Clasificacion ATC,Imagen_URL,Video_URL
732439,BLASTOESTIMULINA 10 mg/g POMADA 1 TUBO 60 g,ALMIRALL S.A.,"17,77","- Cicatrización de [HERIDAS], [ULCERA CUTANEA], llagas, escaras y demás efracciones de la piel. 
 
 
 
 - [QUEMADURAS]. 
 
 
 
 - Coadyuvante en la cicatrización de heridas quirúrgicas y en el prendido de injertos cutáneos, especialmente en casos en los que interesa una buena aireación y pronto secado del proceso a tratar.",CENTELLA (TOPICO) EXTRACTO 10.0 MILIGRAMOS,OTROS CICATRIZANTES [N4],,
719351,BLASTOESTIMULINA 20 mg/g POLVO CUTANEO 1 FRASCO 5 g,ALMIRALL S.A.,"14,25","- Cicatrización de [HERIDAS], [ULCERA CUTANEA], llagas, escaras y demás efracciones de la piel. 
 
 
 
 - [QUEMADURAS]. 
 
 
 
 - Coadyuvante en la cicatrización de heridas quirúrgicas y en el prendido de injertos cutáneos, especialmente en casos en los que interesa una buena aireación y pronto secado del proceso a tratar.",CENTELLA (TOPICO) EXTRACTO 20.0 MILIGRAMOS,OTROS CICATRIZANTES [N4],,
715521,BRONCHOSTOP ANTITUSIVO Y EXPECTORANTE 20 PASTILLAS BLANDAS,PERRIGO ESPAÑA S.A.,"11,99","- Para la [TOS PRODUCTIVA] asociada al [RESFRIADO COMUN] y para aliviar la [TOS SECA] en la irritación de garganta. 
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",ALTEA EXTRACTO FLUIDO 4.5 MILIGRAMOS; TOMILLO EXTRACTO SECO 51.1 MILIGRAMOS,EXPECTORANTES [N4],,
767040,BRONCHICLEAR SOLUCION ORAL 1 FRASCO 100 ml,BIONORICA SE,"12,49",,HIEDRA EXTRACTO FLUIDO 49.0 MILIGRAMOS; TOMILLO EXTRACTO FLUIDO 490.0 MILIGRAMOS,EXPECTORANTES [N4],,https://www.youtube.com/watch?v=UKzubM7i1OE
727076,BRONCHOSTOP NITE SOLUCION ORAL 1 FRASCO 120 ml,PERRIGO ESPAÑA S.A.,"14,99","- Alivio de los síntomas del [RESFRIADO COMUN], tales como como escalofríos, irritación de garganta y faríngea y tos. 
 
 
 
 Es beneficioso para el alivio de la [TOS] nocturna, por lo que ayuda a dormir",TILA EXTRACTO SECO 9.09 MILIGRAMOS; LLANTEN EXTRACTO SECO 10.0 MILIGRAMOS; ALTEA EXTRACTO SECO 12.5 MILIGRAMOS,OTROS SUPRESORES DE LA TOS [N4],,
720532,BRONCHOGRIP 10 SOBRES POLVO PARA SOLUCION ORAL,PERRIGO ESPAÑA S.A.,"13,99","- Alivio sintomático de [RESFRIADO COMUN] y [GRIPE] que cursen fiebre, dolor leve o moderado y congestión nasal.",FENILEFRINA CLORHIDRATO 10.0 MILIGRAMOS; GUAIFENESINA 200.0 MILIGRAMOS; PARACETAMOL 500.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
987537,BRONCOMEDICAL CON SULFOGUAYACOL 2 mg/ml + 10 mg/ml JARABE 1 FRASCO 180 ml,MEDICAL,"8,75","- Tratamiento sintomático de la [TOS SECA] improductiva, sobre todo en aquella de naturaleza irritativa o nerviosa.",DEXTROMETORFANO BROMHIDRATO 2.0 MILIGRAMOS; SULFOGUAYACOL POTASICO 10.0 MILIGRAMOS,DERIVADOS DEL OPIO Y EXPECTORANTES [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/91118/50456_materialas.jpg,https://www.youtube.com/watch?v=i0UX_r9Gz3o
704070,BRONCHOSTOP ANTITUSIVO Y EXPECTORANTE SOLUCION ORAL 1 FRASCO 200 ml,PERRIGO ESPAÑA S.A.,"14,99","- Para la [TOS PRODUCTIVA] asociada al [RESFRIADO COMUN] y para aliviar la [TOS SECA] en la irritación de garganta. 
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",TOMILLO EXTRACTO SECO 8.0 MILIGRAMOS; ALTEA EXTRACTO FLUIDO 53.333 MILIGRAMOS,EXPECTORANTES [N4],,
702771,BUCOMAX 24 PASTILLAS PARA CHUPAR (SABOR MIEL Y LIMON),CINFA,"9,3",- Alivio local sintomático de [INFECCION BUCAL] o [FARINGITIS AGUDA] leve que cursan sin fiebre.,"AMILMETACRESOL 0.6 MILIGRAMOS; DICLOROBENCILICO, ALCOHOL 1.2 MILIGRAMOS",ANTISEPTICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/297483/78858_materialas_1.jpg,
695782,BUCOMAX CON LIDOCAINA 24 PASTILLAS PARA CHUPAR (SABOR MENTA),CINFA,"10,05","- Alivio sintomático de las infecciones leves de boca y faringe, que cursen con dolor y sin fiebre.","AMILMETACRESOL 0.6 MILIGRAMOS; DICLOROBENCILICO, ALCOHOL 1.2 MILIGRAMOS; LIDOCAINA (ESTOMATOLOGICA) 2.0 MILIGRAMOS",ANTISEPTICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/268541/76950_materialas.jpg,
695780,BUCOMAX CON LIDOCAINA 24 PASTILLAS PARA CHUPAR (SABOR MIEL Y LIMON),CINFA,"10,05","- Alivio sintomático de las infecciones leves de boca y faringe, que cursen con dolor y sin fiebre.","AMILMETACRESOL 0.6 MILIGRAMOS; DICLOROBENCILICO, ALCOHOL 1.2 MILIGRAMOS; LIDOCAINA (ESTOMATOLOGICA) 2.0 MILIGRAMOS",ANTISEPTICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/268543/76949_materialas_1.jpg,
653899,BUCOMETASANA 30 COMPRIMIDOS PARA CHUPAR,VEMEDIA PHARMA HISPANIA,"11,99","- Alivio sintomático de afecciones leves de boca y garganta que cursan con dolor: [FARINGITIS], [AFONIA] y pequeñas [AFTAS ORALES].",TIROTRICINA 1.0 MILIGRAMOS; CLORHEXIDINA (ESTOMATOLOGICO) CLORHIDRATO 5.0 MILIGRAMOS; BENZOCAINA (ESTOMATOLOGICA) 15.0 MILIGRAMOS,ANTISEPTICOS [N4],,
728331,"BUCOPRO 8,75 mg 16 PASTILLAS PARA CHUPAR (SABOR NARANJA)",CINFA,"11,6",- Alivio sintomático a corto plazo del [DOLOR DE GARGANTA].,FLURBIPROFENO (BUCAL) 8.75 MILIGRAMOS,OTROS PREPARADOS PARA LA GARGANTA [N4],,
695789,BUCOMAX CON LIDOCAINA 24 PASTILLAS PARA CHUPAR (SABOR NARANJA),CINFA,"10,05","- Alivio sintomático de las infecciones leves de boca y faringe, que cursen con dolor y sin fiebre.","AMILMETACRESOL 0.6 MILIGRAMOS; DICLOROBENCILICO, ALCOHOL 1.2 MILIGRAMOS; LIDOCAINA (ESTOMATOLOGICA) 2.0 MILIGRAMOS",ANTISEPTICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/268545/76952_materialas_1.jpg,
722934,BUCOMETASANA 20 COMPRIMIDOS PARA CHUPAR,VEMEDIA PHARMA HISPANIA,"10,26","- Alivio sintomático de afecciones leves de boca y garganta que cursan con dolor: [FARINGITIS], [AFONIA] y pequeñas [AFTAS ORALES].",TIROTRICINA 1.0 MILIGRAMOS; CLORHEXIDINA (ESTOMATOLOGICO) CLORHIDRATO 5.0 MILIGRAMOS; BENZOCAINA (ESTOMATOLOGICA) 15.0 MILIGRAMOS,ANTISEPTICOS [N4],,
729216,BUCOSIL 5 mg/5 mg 20 COMPRIMIDOS PARA CHUPAR (SABOR NARANJA),MEDICAL,"7,98","- Alivio sintomático de las [INFECCION BUCAL] y [FARINGITIS], que cursen con dolor y sin fiebre (irritación de garganta, [AFONIA], [RONQUERA], [AFTAS ORALES]).
 
 
 
 Alivio sintomático local y temporal de casos leves de [INFECCION BUCAL] y [FARINGITIS] ([AFTAS ORALES], irritación de garganta, [AFONIA]) que cursan con dolor y sin fiebre.",BENZOCAINA (ESTOMATOLOGICA) 5.0 MILIGRAMOS; CLORHEXIDINA (ESTOMATOLOGICO) 5.0 MILIGRAMOS,ANTISEPTICOS [N4],,
707797,BUCOXON 20 mg 18 PASTILLAS PARA CHUPAR (SABOR MENTA),CINFA,"8,4","- Reducción de la de la [HIPERVISCOSIDAD BRONQUIAL] en [RESFRIADO COMUN] y [GRIPE].
 
 
 
 - Alivio del [DOLOR DE GARGANTA] agudo.",AMBROXOL CLORHIDRATO 20.0 MILIGRAMOS,MUCOLITICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/323169/80208_materialas.jpg,https://www.youtube.com/watch?v=FBeZyW2mSrI
722926,"BUCOSPRAY 15 mg/ml + 0,5 mg/ml SOLUCION PARA PULVERIZACION BUCAL 1 FRASCO 25 ml",TEOFARMA S.R.L.,"7,99","- Alivio sintomático de las [INFECCION BUCAL] y [FARINGITIS], que cursen con dolor y sin fiebre (irritación de garganta, [AFONIA], [RONQUERA], [AFTAS ORALES]).",BENZOCAINA (ESTOMATOLOGICA) 0.75 MILIGRAMOS; CLORHEXIDINA (ESTOMATOLOGICO) DIGLUCONATO 0.025 MILIGRAMOS,ANTISEPTICOS [N4],,
708949,BUCOXON 20 mg 18 PASTILLAS PARA CHUPAR (SABOR REGALIZ),CINFA,"8,3","- Reducción de la de la [HIPERVISCOSIDAD BRONQUIAL] en [RESFRIADO COMUN] y [GRIPE].
 
 
 
 - Alivio del [DOLOR DE GARGANTA] agudo.",AMBROXOL CLORHIDRATO 20.0 MILIGRAMOS,MUCOLITICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/323170/80439_materialas.jpg,https://www.youtube.com/watch?v=FBeZyW2mSrI
762289,BUSCAPINA 10 mg 40 COMPRIMIDOS RECUBIERTOS,"OPELLA HEALTHCARE SPAIN, S.L.","9,95","- [ESPASMO ABDOMINAL]: Espasmos del tracto gastrointestinal, biliar y genitourinario, incluyendo cólico biliar y renal.",BUTILESCOPOLAMINA BROMURO 10.0 MILIGRAMOS,"ALCALOIDES SEMISINTETICOS DE LA BELLADONA, COMPUESTOS DE AMONIO CUATERNARIO [N4]",,
656750,BUSCAPINA 10 mg 60 COMPRIMIDOS RECUBIERTOS,"OPELLA HEALTHCARE SPAIN, S.L.","6,12","- [ESPASMO ABDOMINAL]: Espasmos del tracto gastrointestinal, biliar y genitourinario, incluyendo cólico biliar y renal.",BUTILESCOPOLAMINA BROMURO 10.0 MILIGRAMOS,"ALCALOIDES SEMISINTETICOS DE LA BELLADONA, COMPUESTOS DE AMONIO CUATERNARIO [N4]",,
724120,CAFIASPIRINA 500 mg/50 mg 20 COMPRIMIDOS,BAYER HISPANIA S.L.,"7,62","- Alivio sintomático de los dolores leves o moderados, como [CEFALEA], [ODONTALGIA], [DISMENORREA], [CONTRACTURA MUSCULAR], [LUMBALGIA].
 
 
 
 - Tratamiento de cuadros que cursen con [FIEBRE].","CAFEINA 50.0 MILIGRAMOS; ACETILSALICILICO, ACIDO (ANALGESICO) 500.0 MILIGRAMOS",ACIDO SALICILICO Y DERIVADOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/99435/8701_materialas.jpg,https://www.youtube.com/watch?v=4t1ch5dTICA
700695,CALCIO 20 EMULSION ORAL 1 FRASCO 300 ml,FARMASIERRA LABORATORIOS S.L,"4,12","- [DEFICIT DE CALCIO]. Corrección de deficiencia de calcio en pacientes con una dieta inadecuada, por lo general asociada a un aumento de la demanda (embarazadas, lactantes, ancianos, postmenopausia, niños en edad de crecimiento, dentición, caries múltiples, consolidación de fracturas) o a situaciones patológicas como [OSTEOMALACIA].
 
 
 
 - Tratamiento coadyuvante de la [OSTEOPOROSIS].","CALCIO, FOSFATO 104.4 MILIGRAMOS",CALCIO [N4],,
948885,CALLICIDA KENDU 500 mg/g POMADA 1 TUBO 10 g,URGO,"10,47",- [CALLOS].,"SALICILICO, ACIDO 500.0 MILIGRAMOS",PREPARADOS ANTI-VERRUGAS Y CALLICIDAS [N4],,
913319,CALLIVORO MARTHAND 1 APOSITO IMPREGNADO 7 x 4 cm,"MARTINEZ LLENAS, S.A.","4,5","- Eliminación de [CALLOS], ojos de gallo y durezas de los pies.","BENZOCAINA (TOPICO) 2.86 MILIGRAMOS; SALICILICO, ACIDO 34.28 MILIGRAMOS",PREPARADOS ANTI-VERRUGAS Y CALLICIDAS [N4],,
659606,CALMAGRIP FORTE 10 SOBRES POLVO PARA SOLUCION ORAL,"PHARMEX ADVANCED LABORATORIES, S.L","8,49","- Tratamiento sintomático de procesos de [RESFRIADO COMUN] y [GRIPE] que cursen fiebre, dolor moderado, cefalea y lagrimeo.",PARACETAMOL 650.0 MILIGRAMOS; CAFEINA 25.0 MILIGRAMOS; CLORFENAMINA MALEATO 4.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=j2deO-DcrvI&list=PL3n4WGtlmfBigY0-Lx96gc9KWstm_6YRE&index=2
953273,CALMATEL 18 mg/g CREMA 1 TUBO 60 g,ALMIRALL S.A.,"9,04","- Alivio local sintomático de afecciones dolorosas o inflamatorias, de origen traumático o degenerativo de las articulaciones, tendones, ligamentos y músculos ([ARTRITIS], periartritis, [CAPSULITIS], artrosinovitis, [TENOSINOVITIS], distorsiones, lesiones meniscales de la rodilla, [CONTRACTURA MUSCULAR], [TENDINITIS], [BURSITIS], [CONTUSION], [ESGUINCE], [LUMBALGIA], [TORTICOLIS], [LUXACION]).",PIKETOPROFENO CLORHIDRATO 18.0 MILIGRAMOS,PREPARADOS CON ANTIINFLAMATORIOS NO ESTEROIDEOS PARA USO TOPICO [N4],,
876425,CALMANTE VITAMINADO PEREZGIMENEZ 20 COMPRIMIDOS,COMBIX,"5,4","- Procesos que cursen con [DOLOR] leve o moderado y/o [FIEBRE]: cefaleas, neuralgias, odontalgias, dolor de oído, dolores menstruales, dolores de espalda (lumbalgias), etc.","TIAMINA CLORHIDRATO 2.0 MILIGRAMOS; CAFEINA 50.0 MILIGRAMOS; ACETILSALICILICO, ACIDO (ANALGESICO) 500.0 MILIGRAMOS",ACIDO SALICILICO Y DERIVADOS [N4],,https://www.youtube.com/watch?v=4t1ch5dTICA
682500,CALMIOX 5 mg/g CREMA 1 TUBO 30 g,"ESTEVE PHARMACEUTICALS, S.A.","11,4","- Tratamiento sintomático del [PRURITO] de la piel debido a pequeñas irritaciones de la misma, [DERMATITIS DE CONTACTO ALERGICA] por jabones, detergentes, metales, picaduras de insectos y ortigas.
 
 
 
 - Tratamiento sintomático de síntomas de [HEMORROIDES], como irritación o [PRURITO ANAL] externo.",HIDROCORTISONA (TOPICO) 5.0 MILIGRAMOS,CORTICOSTEROIDES DE BAJA POTENCIA (GRUPO I) [N4],,
719468,CALMATEL 18 mg/g GEL CUTANEO 1 TUBO 60 g,ALMIRALL S.A.,"9,04","- Alivio local sintomático de afecciones dolorosas o inflamatorias, de origen traumático o degenerativo de las articulaciones, tendones, ligamentos y músculos ([ARTRITIS], periartritis, [CAPSULITIS], artrosinovitis, [TENOSINOVITIS], distorsiones, lesiones meniscales de la rodilla, [CONTRACTURA MUSCULAR], [TENDINITIS], [BURSITIS], [CONTUSION], [ESGUINCE], [LUMBALGIA], [TORTICOLIS], [LUXACION]).",PIKETOPROFENO 18.0 MILIGRAMOS,PREPARADOS CON ANTIINFLAMATORIOS NO ESTEROIDEOS PARA USO TOPICO [N4],,
954495,"CALMATEL 33,28 mg/ml SOLUCION PARA PULVERIZACION CUTANEA 1 ENVASE 60 ml",ALMIRALL S.A.,"10,16","- Alivio local sintomático de afecciones dolorosas o inflamatorias, de origen traumático o degenerativo de las articulaciones, tendones, ligamentos y músculos ([ARTRITIS], periartritis, [CAPSULITIS], artrosinovitis, [TENOSINOVITIS], distorsiones, lesiones meniscales de la rodilla, [CONTRACTURA MUSCULAR], [TENDINITIS], [BURSITIS], [CONTUSION], [ESGUINCE], [LUMBALGIA], [TORTICOLIS], [LUXACION]).",PIKETOPROFENO 33.28 MILIGRAMOS,PREPARADOS CON ANTIINFLAMATORIOS NO ESTEROIDEOS PARA USO TOPICO [N4],,
682518,CALMIOX 5 mg/g ESPUMA CUTANEA 1 ENVASE A PRESION 50 g,"ESTEVE PHARMACEUTICALS, S.A.","11,4","- Tratamiento sintomático del [PRURITO] de la piel debido a pequeñas irritaciones de la misma, [DERMATITIS DE CONTACTO ALERGICA] por jabones, detergentes, metales, picaduras de insectos y ortigas.",HIDROCORTISONA (TOPICO) 5.0 MILIGRAMOS,CORTICOSTEROIDES DE BAJA POTENCIA (GRUPO I) [N4],,
764501,CALTHEK FORTE 1 g 10 COMPRIMIDOS,APOTHEKE LABORATORIOS S.L.,"4,4","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 1.0 GRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
686890,CALTHEK 650 mg 20 COMPRIMIDOS,APOTHEKE LABORATORIOS S.L.,"5,25","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 650.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
690266,CAMILINA ARKOPHARMA 300 mg 200 CAPSULAS,ARKOPHARMA,"27,04","- Tratamiento complementario en adultos y adolescentes a partir de 12 años en dietas de control de peso para facilitar la eliminación de líquidos del organismo, en personas con [SOBREPESO] y un IMC entre 25-29,9 kg/m2.
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",TE HOJAS 300.0 MILIGRAMOS,OTROS AGENTES CONTRA LA OBESIDAD [N4],,
732780,CALTHEK 500 mg 20 COMPRIMIDOS,APOTHEKE LABORATORIOS S.L.,"4,65","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 500.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
690265,CAMILINA ARKOPHARMA 300 mg 100 CAPSULAS,ARKOPHARMA,"17,74","- Tratamiento complementario en adultos y adolescentes a partir de 12 años en dietas de control de peso para facilitar la eliminación de líquidos del organismo, en personas con [SOBREPESO] y un IMC entre 25-29,9 kg/m2.
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",TE HOJAS 300.0 MILIGRAMOS,OTROS AGENTES CONTRA LA OBESIDAD [N4],,
690264,CAMILINA ARKOPHARMA 300 mg 50 CAPSULAS,ARKOPHARMA,"10,95","- Tratamiento complementario en adultos y adolescentes a partir de 12 años en dietas de control de peso para facilitar la eliminación de líquidos del organismo, en personas con [SOBREPESO] y un IMC entre 25-29,9 kg/m2.
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",TE HOJAS 300.0 MILIGRAMOS,OTROS AGENTES CONTRA LA OBESIDAD [N4],,
973495,CANESPIE BIFONAZOL 10 mg/ml SOLUCION PARA PULVERIZACION CUTANEA 1 FRASCO 30 ml,BAYER HISPANIA S.L.,"13,05","- Tratamiento del [PIE DE ATLETA]. 
 
 
 
 Se deben tener en cuenta las recomendaciones oficiales referentes al uso adecuado de antifúngicos, y en especial a aquellas relacionadas con problemas de resistencias.",BIFONAZOL 10.0 MILIGRAMOS,DERIVADOS IMIDAZOLICOS Y TRIAZOLICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/92370/57304_materialas.jpg,https://www.youtube.com/watch?v=rjkliTZuJkM
660699,CANESPIE CLOTRIMAZOL 10 mg/g CREMA 1 TUBO 30 g,BAYER HISPANIA S.L.,"13,05","- Tratamiento del [PIE DE ATLETA]. 
 
 
 
 Se deben tener en cuenta las recomendaciones oficiales referentes al uso adecuado de antifúngicos, y en especial a aquellas relacionadas con problemas de resistencias.",CLOTRIMAZOL (TOPICO) 10.0 MILIGRAMOS,DERIVADOS IMIDAZOLICOS Y TRIAZOLICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/229110/69680_materialas.jpg,https://www.youtube.com/watch?v=m67pPjKXuvc
683659,CANESPIE BIFONAZOL 10 mg/g CREMA 1 TUBO 20 g,BAYER HISPANIA S.L.,"13,05","- Tratamiento del [PIE DE ATLETA]. 
 
 
 
 Se deben tener en cuenta las recomendaciones oficiales referentes al uso adecuado de antifúngicos, y en especial a aquellas relacionadas con problemas de resistencias.",BIFONAZOL 10.0 MILIGRAMOS,DERIVADOS IMIDAZOLICOS Y TRIAZOLICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/395631/74651_materialas.jpg,https://www.youtube.com/watch?v=rjkliTZuJkM
684909,CANEPHRON 60 COMPRIMIDOS RECUBIERTOS,BIONORICA SE,"20,29","Medicamento tradicional a base de plantas utilizado como coadyuvante en el alivio de síntomas asociados a afecciones menores del tracto urinario inferior y para aumentar la eliminación de orina y facilitar la eliminación de arenillas 
 
 
 
 Para MTP: Su utilización se basa exclusivamente en un uso tradicional. 
 
 
 
 Se deben tener en cuenta las recomendaciones oficiales referentes al uso adecuado de antimicrobianos, y en especial a aquellas relacionadas con problemas de resistencias.",CENTAUREA MENOR SUMIDAD AEREA 18.0 MILIGRAMOS; LEVISTICO RIZOMAS 18.0 MILIGRAMOS; ROMERO HOJAS 18.0 MILIGRAMOS,ANTAGONISTAS DE LA VASOPRESINA [N4],,
653627,CAOSINA 2500 mg (1000 mg Ca) 24 SOBRES POLVO PARA SUSPENSION ORAL,ERN,"2,5","- [DEFICIT DE CALCIO]. Prevención y tratamiento de situaciones de déficit de calcio, como pacientes con dieta inadecuada, por lo general asociada a un aumento de la demanda (embarazadas, lactantes, ancianos, mujeres pre y postmenopáusicas, niños en edad de crecimiento). 
 
 
 
 - [OSTEOPOROSIS]. Coadyuvante del tratamiento específico para la prevención y el tratamiento de la osteoporosis. 
 
 
 
 - [HIPERFOSFATEMIA], como quelante de los iones fosfato.
 
 
 
 - [HIPOCALCEMIA] crónica. Tratamiento de pacient","CALCIO, CARBONATO 2500.0 MILIGRAMOS",CALCIO [N4],,
656748,CAOSINA 2500 mg (1000 mg Ca) 60 SOBRES POLVO PARA SUSPENSION ORAL,ERN,"5,5","- [DEFICIT DE CALCIO]. Prevención y tratamiento de situaciones de déficit de calcio, como pacientes con dieta inadecuada, por lo general asociada a un aumento de la demanda (embarazadas, lactantes, ancianos, mujeres pre y postmenopáusicas, niños en edad de crecimiento). 
 
 
 
 - [OSTEOPOROSIS]. Coadyuvante del tratamiento específico para la prevención y el tratamiento de la osteoporosis. 
 
 
 
 - [HIPERFOSFATEMIA], como quelante de los iones fosfato.
 
 
 
 - [HIPOCALCEMIA] crónica. Tratamiento de pacient","CALCIO, CARBONATO 2500.0 MILIGRAMOS",CALCIO [N4],,
695296,"CAPSIDOL 0,25 mg/g CREMA 1 TUBO 30 g",VIÑAS,"13,49",- Alivio sintomático de [MIALGIA] y [DOLOR OSTEOMUSCULAR] localizados.,CAPSAICINA 0.25 MILIGRAMOS,PREPARADOS CON CAPSAICINA Y AGENTES SIMILARES [N4],,
650036,"CAPSIDOL 0,25 mg/g CREMA 1 TUBO 60 g",VIÑAS,"18,67",- Alivio sintomático de [MIALGIA] y [DOLOR OSTEOMUSCULAR] localizados.,CAPSAICINA 0.25 MILIGRAMOS,PREPARADOS CON CAPSAICINA Y AGENTES SIMILARES [N4],,
753673,CARBOCAL 1500 mg (600 mg Ca) 60 COMPRIMIDOS,FARMASIERRA LABORATORIOS S.L,"3,29","- [DEFICIT DE CALCIO]. Prevención y tratamiento de situaciones de déficit de calcio, como pacientes con dieta inadecuada, por lo general asociada a un aumento de la demanda (embarazadas, lactantes, ancianos, mujeres pre y postmenopáusicas, niños en edad de crecimiento). 
 
 
 
 - [OSTEOPOROSIS]. Coadyuvante del tratamiento específico para la prevención y el tratamiento de la osteoporosis. 
 
 
 
 - [HIPERFOSFATEMIA], como quelante de los iones fosfato.","CALCIO, CARBONATO 1500.0 MILIGRAMOS",CALCIO [N4],,
730247,CARBON VEGETAL ARKOPHARMA 225 mg 45 CAPSULAS,ARKOPHARMA,"11,16","""INDICACIONES CÁPSULAS"" 
 
 
 
 - Tratamiento sintomático e inespecífico de [DIARREA]. 
 
 
 
 - Alivio sintomático de los gases como [AEROFAGIA] o [FLATULENCIA].",CARBON ADSORBENTE 225.0 MILIGRAMOS,PREPARADOS CON CARBON [N4],,
727369,CARDO MARIANO ARKOPHARMA 390 mg 45 CAPSULAS,ARKOPHARMA,"10,6","""INDICACIONES CARDO MARIANO ARKOPHARMA""
 
 
 
 - Tratamiento de [DISPEPSIA] de origen hepático, como [DISPEPSIA BILIAR]. 
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",CARDO MARIANO FRUTOS 390.0 MILIGRAMOS,TERAPIA HEPATICA [N4],,https://www.youtube.com/watch?v=xhJn3VfoG3s
727371,CARDO MARIANO ARKOPHARMA 390 mg 84 CAPSULAS,ARKOPHARMA,"17,24","""INDICACIONES CARDO MARIANO ARKOPHARMA""
 
 
 
 - Tratamiento de [DISPEPSIA] de origen hepático, como [DISPEPSIA BILIAR]. 
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",CARDO MARIANO FRUTOS 390.0 MILIGRAMOS,TERAPIA HEPATICA [N4],,https://www.youtube.com/watch?v=xhJn3VfoG3s
681329,CARDO MARIANO ARKOPHARMA 300 mg 50 CAPSULAS,ARKOPHARMA,"9,38","""INDICACIONES CARDO MARIANO ARKOPHARMA""
 
 
 
 - Tratamiento de [DISPEPSIA] de origen hepático, como [DISPEPSIA BILIAR]. 
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",CARDO MARIANO FRUTOS 300.0 MILIGRAMOS,TERAPIA HEPATICA [N4],,https://www.youtube.com/watch?v=xhJn3VfoG3s
701637,"CARMELOSA STADA 5 mg/ml COLIRIO EN SOLUCION 30 MONODOSIS 0,4 ml",STADA S.L,"6,88","- Alivio del [SEQUEDAD OCULAR] cuando el ojo está sometido a agentes irritantes que ocasionen sequedad ocular y molestias.
 
 
 
 ####Indicaciones financiadas####
 
 
 
 - Alivio de la sequedad ocular en pacientes con [SINDROME DE SJOGREN].",CARMELOSA (OFTALMICO) SODICO 2.0 MILIGRAMOS,OTROS OFTALMOLOGICOS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/291045/78502_materialas_1.jpg,
